name,atk,level,EP,NA
"Chaos Ruler, the Chaotic Magical Dragon",3000.0,8.0,30,61.5
Chaos Scepter Blast,0.0,1.0,60,72.0
Chaos Seed,0.0,1.0,10,22.0
Chaos Sorcerer,2300.0,6.0,30,55.0
Chaos Space,0.0,1.0,70,82.0
Chaos Summoning Beast,0.0,1.0,50,62.0
Chaos Trap Hole,0.0,1.0,30,42.0
Chaos Valkyria,1800.0,4.0,50,71.0
Chaos Witch,1500.0,4.0,30,48.0
Chaos Zone,0.0,1.0,50,62.0
Chaos-End Master,1500.0,3.0,50,69.0
Chaosrider Gustaph,1400.0,4.0,20,37.0
Charcoal Inpachi,100.0,1.0,0,13.0
Charge Into a Dark World,0.0,1.0,10,22.0
Charge of the Light Brigade,0.0,1.0,20,32.0
Charged-Up Heraldry,0.0,1.0,40,52.0
Charging Gaia the Fierce Knight,2300.0,7.0,40,64.71428571428572
Charioteer of Prophecy,1800.0,4.0,-10,11.0
Charm of Shabti,100.0,1.0,0,13.0
Charming Resort Staff,300.0,3.0,60,67.0
Charubin the Fire Knight,1100.0,3.0,0,15.0
Checkmate,0.0,1.0,0,12.0
Checksum Dragon,400.0,6.0,50,56.0
Cheepcheepcheep,300.0,1.0,40,55.0
Chef's Special Recipe,0.0,1.0,40,52.0
Chemicritter Carbo Crab,700.0,2.0,40,53.0
Chemicritter Hydron Hawk,1400.0,2.0,10,30.0
Chemicritter Oxy Ox,0.0,2.0,20,26.0
Chemistry in Motion,0.0,1.0,30,42.0
Cherry Inmato,700.0,2.0,50,63.0
"Cherubini, Ebon Angel of the Burning Abyss",500.0,1.0,50,67.0
Chevalier de Fleur,2700.0,8.0,10,38.5
Chewbone,300.0,3.0,20,27.0
Chewbone Jr. Token,100.0,1.0,20,33.0
Chicken Game,0.0,1.0,50,62.0
Child's Play,0.0,1.0,50,62.0
Chillin' Outback,0.0,1.0,0,12.0
"Chimaera, the Master of Beasts",3000.0,9.0,20,51.33333333333333
Chimera Fusion,0.0,1.0,50,62.0
Chimera the Flying Mythical Beast,2100.0,6.0,30,53.0
Chimera the Illusion Beast,3100.0,8.0,10,42.5
Chimera the King of Phantom Beasts,2100.0,6.0,30,53.0
Chimeratech Fortress Dragon,0.0,8.0,20,21.5
Chimeratech Megafleet Dragon,0.0,10.0,20,21.2
Chimeratech Overdragon,0.0,9.0,20,21.333333333333332
Chimeratech Rampage Dragon,2100.0,5.0,70,93.4
Chiron the Mage,1800.0,4.0,0,21.0
"Chirubimé, Princess of Autumn Leaves",1800.0,8.0,40,59.5
Chivalry,0.0,1.0,10,22.0
"Chiwen, Light of the Yang Zing",0.0,1.0,60,72.0
Chobham Armor Dragon,0.0,1.0,30,42.0
Chocolate Magician Girl,1600.0,4.0,30,49.0
Choju of the Trillion Hands,1400.0,6.0,40,56.0
Chopman the Desperate Outlaw,1100.0,3.0,20,35.0
Chorus of Sanctuary,0.0,1.0,0,12.0
Chosen by the World Chalice,1600.0,3.0,10,30.0
Chosen of Zefra,0.0,1.0,30,42.0
Chosen One,0.0,1.0,20,32.0
Chow Chow Chan,800.0,2.0,0,14.0
Chow Len the Prophet,1800.0,4.0,0,21.0
Chow Sai the Ghost Stopper,1900.0,4.0,10,32.0
Chronicle Magician,2500.0,7.0,40,66.71428571428572
Chronicle Sorceress,1250.0,4.0,20,35.5
Chronicler of Nephthys,300.0,2.0,10,19.0
Chronograph Sorcerer,2000.0,6.0,40,62.0
Chronomaly Acambaro Figures,1000.0,5.0,20,32.4
Chronomaly Aztec Mask Golem,1500.0,4.0,20,38.0
Chronomaly Cabrera Trebuchet,0.0,4.0,0,3.0
Chronomaly City Babylon,0.0,1.0,30,42.0
Chronomaly Colossal Head,800.0,4.0,10,21.0
Chronomaly Crystal Bones,1300.0,3.0,20,37.0
Chronomaly Crystal Chrononaut,2100.0,3.0,10,35.0
Chronomaly Crystal Skull,900.0,3.0,10,23.0
Chronomaly Esperanza Glyph,0.0,1.0,20,32.0
Chronomaly Golden Jet,1300.0,4.0,0,16.0
Chronomaly Gordian Knot,300.0,3.0,20,27.0
Chronomaly Magella Globe,1500.0,4.0,50,68.0
Chronomaly Mayan Machine,1500.0,3.0,20,39.0
Chronomaly Moai,1800.0,5.0,20,40.4
Chronomaly Moai Carrier,900.0,5.0,20,31.4
Chronomaly Mud Golem,1700.0,4.0,20,40.0
Chronomaly Nebra Disk,1800.0,4.0,40,61.0
Chronomaly Pyramid Eye Tablet,0.0,1.0,20,32.0
Chronomaly Sol Monolith,600.0,6.0,20,28.0
Chronomaly Technology,0.0,1.0,30,42.0
Chronomaly Temple - Trilithon,0.0,1.0,20,32.0
Chronomaly Tula Guardian,1800.0,5.0,20,40.4
Chronomaly Tuspa Rocket,1000.0,4.0,50,63.0
Chronomaly Vimana,2300.0,5.0,20,45.4
Chronomaly Winged Sphinx,1600.0,5.0,20,38.4
Chrysalis Chicky,600.0,2.0,20,32.0
Chrysalis Dolphin,400.0,2.0,20,30.0
Chrysalis Larva,300.0,2.0,20,29.0
Chrysalis Mole,700.0,2.0,20,33.0
Chrysalis Pantail,800.0,2.0,20,34.0
Chrysalis Pinny,100.0,2.0,20,27.0
Chthonian Alliance,0.0,1.0,20,32.0
Chthonian Blast,0.0,1.0,30,42.0
Chthonian Emperor Dragon,2400.0,6.0,20,46.0
Chthonian Polymer,0.0,1.0,20,32.0
Chthonian Soldier,1200.0,4.0,30,45.0
Chu-Ske the Mouse Fighter,1200.0,3.0,0,16.0
Cipher Biplane,1000.0,6.0,60,72.0
Cipher Bit,0.0,1.0,10,22.0
Cipher Etranger,0.0,1.0,20,32.0
Cipher Interference,0.0,1.0,0,12.0
Cipher Mirror Knight,0.0,4.0,40,43.0
Cipher Soldier,1350.0,3.0,20,37.5
Cipher Spectrum,0.0,1.0,30,42.0
Cipher Twin Raptor,1600.0,4.0,10,29.0
Cipher Wing,1400.0,4.0,20,37.0
"Cir, Malebranche of the Burning Abyss",1600.0,3.0,30,50.0
Circle of the Fairies,2200.0,7.0,70,93.71428571428572
Circle of the Fire Kings,0.0,1.0,30,42.0
Citadel Whale,2350.0,7.0,50,75.21428571428572
"Clara & Rushka, the Ventriloduo",0.0,1.0,20,32.0
Clashing Souls,0.0,1.0,30,42.0
"Clavkiys, the Magikey Skyblaster",1900.0,4.0,0,22.0
Claw Reacher,1000.0,3.0,0,14.0
Clay Charge,0.0,1.0,30,42.0
Clear Effector,0.0,2.0,30,36.0
Clear Kuriboh,300.0,1.0,60,75.0
Clear New World,0.0,1.0,50,62.0
Clear Vice Dragon,0.0,8.0,0,1.5
Clear Wing Fast Dragon,2500.0,7.0,30,56.714285714285715
Clear Wing Synchro Dragon,2500.0,7.0,30,56.714285714285715
Clear World,0.0,1.0,0,12.0
Cliant,1500.0,3.0,50,69.0
Click & Echo,300.0,2.0,20,29.0
Cloak and Dagger,0.0,1.0,20,32.0
Clock Arc,600.0,4.0,30,39.0
Clock Lizard,1200.0,1.0,20,44.0
Clock Resonator,1200.0,3.0,10,26.0
Clock Spartoi,800.0,1.0,40,60.0
Clock Tower Prison,0.0,1.0,30,42.0
Clock Wyvern,1800.0,4.0,20,41.0
Clockwork Night,0.0,1.0,30,42.0
Clone Token,0.0,1.0,30,42.0
Cloning,0.0,1.0,30,42.0
"Clorless, Chaos King of Dark World",0.0,12.0,20,21.0
Closed Forest,0.0,1.0,30,42.0
Cloudcastle,0.0,9.0,20,21.333333333333332
Cloudian - Acid Cloud,500.0,4.0,30,38.0
Cloudian - Altus,1300.0,4.0,20,36.0
Cloudian - Cirrostratus,900.0,4.0,30,42.0
Cloudian - Eye of the Typhoon,3000.0,8.0,10,41.5
Cloudian - Ghost Fog,0.0,1.0,30,42.0
Cloudian - Nimbusman,1000.0,5.0,50,62.4
Cloudian - Poison Cloud,0.0,3.0,30,34.0
Cloudian - Sheep Cloud,0.0,1.0,30,42.0
Cloudian - Smoke Ball,200.0,1.0,0,14.0
Cloudian - Storm Dragon,1000.0,4.0,30,43.0
Cloudian - Turbulence,800.0,4.0,50,61.0
Cloudian Aerosol,0.0,1.0,40,52.0
Cloudian Squall,0.0,1.0,0,12.0
Cloudian Token,0.0,1.0,20,32.0
Cloudy Skies of Grey,0.0,1.0,10,22.0
Clown Zombie,1350.0,2.0,0,19.5
Cluster Congester,1000.0,7.0,30,41.714285714285715
Coach Captain Bearman,2600.0,8.0,20,47.5
Coach Goblin,1200.0,4.0,40,55.0
Coach King Giantrainer,2800.0,8.0,40,69.5
Coach Soldier Wolfbark,1600.0,4.0,20,39.0
Cobra Jar,600.0,2.0,50,62.0
Cobraman Sakuzy,800.0,3.0,0,12.0
Cocatorium the Heavy Metal Avian,1300.0,4.0,50,66.0
Cockadoodledoo,1600.0,5.0,30,48.4
Cockroach Knight,800.0,3.0,0,12.0
Cocoon of Evolution,0.0,3.0,0,4.0
Cocoon of Ultra Evolution,0.0,1.0,70,82.0
Cocoon of Ultra Evolution (Skill Card),0.0,1.0,60,72.0
Cocoon Party,0.0,1.0,40,52.0
Cocoon Rebirth,0.0,1.0,20,32.0
Cocoon Veil,0.0,1.0,20,32.0
Codarus,1400.0,4.0,0,17.0
Code A Ancient Ruins,0.0,1.0,30,42.0
Code Exporter,500.0,5.0,20,27.4
Code Generator,1300.0,3.0,40,57.0
Code Hack,0.0,1.0,40,52.0
Code Radiator,1600.0,4.0,20,39.0
Code Talker,1300.0,1.0,30,55.0
Code Talker Inverted,1300.0,1.0,20,45.0
Codebreaker Virus Berserker,2800.0,1.0,30,70.0
Codebreaker Virus Swordsman,2300.0,1.0,40,75.0
Codebreaker Zero Day,1800.0,4.0,20,41.0
Coffin Seller,0.0,1.0,20,32.0
Cold Enchanter,1600.0,4.0,10,29.0
Cold Feet,0.0,1.0,0,12.0
Cold Wave,0.0,1.0,0,12.0
Cold-Blooded Tactician,0.0,1.0,0,12.0
Collected Power,0.0,1.0,10,22.0
Colonel on C-String,1400.0,4.0,20,37.0
Colossal Fighter,2800.0,8.0,50,79.5
Colossal Fighter/Assault Mode,3300.0,10.0,40,74.2
Colosseum - Cage of the Gladiator Beasts,0.0,1.0,40,52.0
Column Switch,0.0,1.0,0,12.0
Combat Wheel,2500.0,6.0,20,47.0
Combination Attack,0.0,1.0,20,32.0
Combo Fighter,1600.0,4.0,0,19.0
Combo Master,2200.0,5.0,0,24.4
Comic Hand,0.0,1.0,10,22.0
Comics Hero King Arthur,2400.0,4.0,50,77.0
Command Knight,1200.0,4.0,20,35.0
Command Performance,0.0,1.0,0,12.0
Commander Covington,1000.0,4.0,20,33.0
"Commander Gottoms, Swordmaster",2100.0,6.0,20,43.0
Commander of Swords,0.0,1.0,20,32.0
Commencement Dance,0.0,1.0,20,32.0
Common Charity,0.0,1.0,30,42.0
Common Soul,0.0,1.0,40,52.0
Compass Token,0.0,1.0,20,32.0
Compulsory Escape Device,0.0,1.0,0,12.0
Compulsory Evacuation Device,0.0,1.0,0,12.0
Comrade Swordsman of Landstar,500.0,3.0,20,29.0
Concentrating Current,0.0,1.0,20,32.0
Concours de Cuisine (Confectionery Contest),0.0,1.0,50,62.0
Condemned Darklord,1600.0,1.0,60,88.0
Condemned Maiden,100.0,4.0,0,4.0
Condemned Witch,100.0,4.0,40,44.0
Condolence Puppet,0.0,1.0,60,72.0
Conductor of Nephthys,2000.0,2.0,30,56.0
Confiras de Nouvelles,800.0,2.0,30,44.0
Confiscation,0.0,1.0,-10,2.0
"Confronting the ""C""",1100.0,5.0,20,33.4
Confusion Chaff,0.0,1.0,0,12.0
Conquistador of the Golden Land,0.0,1.0,60,72.0
Conscription,0.0,1.0,20,32.0
Consecrated Light,0.0,1.0,30,42.0
Consolation Prize,0.0,1.0,20,32.0
Constellar Acubens,800.0,4.0,40,51.0
Constellar Aldebaran,1300.0,3.0,20,37.0
Constellar Algiedi,1600.0,4.0,20,39.0
Constellar Alrescha,2200.0,6.0,20,44.0
Constellar Antares,2400.0,6.0,20,46.0
Constellar Belt,0.0,1.0,0,12.0
Constellar Caduceus,1600.0,4.0,70,89.0
Constellar Hyades,1900.0,3.0,0,23.0
Constellar Kaus,1800.0,4.0,0,21.0
Constellar Leonis,1000.0,3.0,40,54.0
Constellar Meteor,0.0,1.0,10,22.0
Constellar Omega,2400.0,4.0,0,27.0
Constellar Pleiades,2500.0,5.0,0,27.4
Constellar Pollux,1700.0,4.0,40,60.0
Constellar Praesepe,2400.0,4.0,20,47.0
Constellar Ptolemy M7,2700.0,6.0,20,49.0
Constellar Rasalhague,900.0,2.0,20,35.0
Constellar Sheratan,700.0,3.0,40,51.0
Constellar Siat,100.0,1.0,20,33.0
Constellar Sombre,1550.0,4.0,50,68.5
Constellar Star Chart,0.0,1.0,40,52.0
Constellar Star Cradle,0.0,1.0,0,12.0
Constellar Tellarknights,0.0,1.0,20,32.0
Constellar Tempest,0.0,1.0,0,12.0
Constellar Twinkle,0.0,1.0,10,22.0
Constellar Virgo,2300.0,5.0,20,45.4
Constellar Zubeneschamali,2100.0,5.0,40,63.4
Construction Train Signal Red,1000.0,3.0,30,44.0
Consumed By Darkness,0.0,1.0,20,32.0
Contact,0.0,1.0,20,32.0
"Contact ""C""",1500.0,6.0,20,37.0
Contact Gate,0.0,1.0,30,42.0
Contact Out,0.0,1.0,20,32.0
Contact with Gusto,0.0,1.0,10,22.0
Contact with the Aquamirror,0.0,1.0,0,12.0
CONTAIN!,0.0,1.0,20,32.0
Continuous Destruction Punch,0.0,1.0,10,22.0
Contract Laundering,0.0,1.0,50,62.0
Contract with Don Thousand,0.0,1.0,30,42.0
Contract with Exodia,0.0,1.0,20,32.0
Contract with the Abyss,0.0,1.0,20,32.0
Contract with the Dark Master,0.0,1.0,20,32.0
Contract with the Void,0.0,1.0,10,22.0
Contrast HERO Chaos,3000.0,9.0,20,51.33333333333333
Converging Wills Dragon,0.0,1.0,60,72.0
Converging Wishes,0.0,1.0,60,72.0
Convert Contact,0.0,1.0,40,52.0
Convulsion of Nature,0.0,1.0,0,12.0
Coordius the Triphasic Dealmon,3000.0,9.0,50,81.33333333333333
Copy Knight,0.0,1.0,20,32.0
Copy Plant,0.0,1.0,0,12.0
Copycat,0.0,1.0,20,32.0
Coral Dragon,2400.0,6.0,40,66.0
Core Blast,0.0,1.0,10,22.0
Core Blaster,0.0,1.0,10,22.0
Core Compression,0.0,1.0,10,22.0
Core of Chaos,0.0,2.0,30,36.0
Core Overclock,0.0,1.0,10,22.0
Core Reinforcement,0.0,1.0,30,42.0
Core Transport Unit,0.0,1.0,10,22.0
Cornfield Coatl,500.0,4.0,30,38.0
Corridor of Agony,0.0,1.0,20,32.0
Corroding Shark,1100.0,3.0,0,15.0
Corrosive Scales,0.0,1.0,10,22.0
Corrupted Keys,0.0,1.0,30,42.0
"Corruption Cell ""A""",0.0,1.0,0,12.0
Cosmic Blazar Dragon,4000.0,12.0,40,81.0
Cosmic Compass,100.0,1.0,20,33.0
Cosmic Cyclone,0.0,1.0,10,22.0
Cosmic Flare,0.0,1.0,10,22.0
Cosmic Fortress Gol'gar,2600.0,5.0,10,38.4
Cosmic Horror Gangi'el,2600.0,7.0,10,37.714285714285715
Cosmic Quasar Dragon,4000.0,12.0,30,71.0
Cosmic Slicer Zer'oll,2600.0,1.0,40,78.0
Cosmo Brain,1500.0,7.0,40,56.714285714285715
Cosmo Queen,2900.0,8.0,0,30.5
Cosmos Channelling,0.0,1.0,40,52.0
Cost Down,0.0,1.0,10,22.0
Counselor Lily,400.0,3.0,40,48.0
Counter Cleaner,0.0,1.0,0,12.0
Counter Counter,0.0,1.0,10,22.0
Counter Gate,0.0,1.0,40,52.0
Counter Gem,0.0,1.0,10,22.0
Counterforce,0.0,1.0,20,32.0
Couple of Aces,100.0,2.0,40,47.0
Courageous Crimson Chevalier Bradamante,500.0,1.0,40,57.0
Court of Cards,0.0,1.0,50,62.0
Court of Justice,0.0,1.0,20,32.0
Covering Fire,0.0,1.0,20,32.0
Crab Turtle,2550.0,8.0,20,47.0
Crackdown,0.0,1.0,10,22.0
Cracking,0.0,1.0,20,32.0
Cracking Dragon,3000.0,8.0,40,71.5
Crane Crane,300.0,3.0,20,27.0
Cranium Fish,2400.0,6.0,20,46.0
Crashbug Road,0.0,1.0,20,32.0
Crashbug X,0.0,3.0,40,44.0
Crashbug Y,1400.0,3.0,40,58.0
Crashbug Z,0.0,3.0,40,44.0
Crass Clown,1350.0,4.0,0,16.5
Crawling Dragon,1600.0,5.0,0,18.4
Crawling Dragon #2,1600.0,4.0,0,19.0
Crazy Fish,1600.0,4.0,0,19.0
"Crealtar, the Impcantation Originator",3000.0,10.0,30,61.2
Creation Resonator,800.0,3.0,20,32.0
Creature Seizure,0.0,1.0,0,12.0
Creature Swap,0.0,1.0,0,12.0
Creeping Darkness,0.0,1.0,30,42.0
Creeping Doom Manta,1300.0,3.0,20,37.0
Creepy Coney,1000.0,3.0,20,34.0
Crevice Into the Different Dimension,0.0,1.0,0,12.0
Crimson Blader,2800.0,8.0,30,59.5
Crimson Dragon,0.0,12.0,40,41.0
Crimson Fire,0.0,1.0,20,32.0
Crimson Gaia,0.0,1.0,50,62.0
Crimson Knight Vampire Bram,2500.0,5.0,30,57.4
Crimson Ninja,300.0,1.0,10,25.0
Crimson Nova the Dark Cubic Lord,3000.0,10.0,30,61.2
Crimson Nova Trinity the Dark Cubic Lord,4500.0,10.0,50,96.2
Crimson Resonator,800.0,2.0,20,34.0
Crimson Sentry,1500.0,4.0,10,28.0
Crimson Sunbird,2300.0,6.0,0,25.0
Criosphinx,1200.0,6.0,0,14.0
Crop Circles,0.0,1.0,40,52.0
Cross Attack,0.0,1.0,0,12.0
Cross Breed,0.0,1.0,30,42.0
Cross Counter,0.0,1.0,30,42.0
Cross Debug,900.0,2.0,60,75.0
Cross Keeper,400.0,2.0,50,60.0
Cross Over,0.0,1.0,10,22.0
Cross Porter,400.0,2.0,40,50.0
Cross-Dimensional Duel,0.0,1.0,20,32.0
Cross-Sheep,700.0,1.0,40,59.0
Cross-Sword Beetle,1800.0,4.0,20,41.0
Crossout Designator,0.0,1.0,10,22.0
Crossrose Dragon,800.0,1.0,40,60.0
Crow Goblin,1850.0,5.0,0,20.9
Crow Tengu,1400.0,4.0,30,47.0
"Crowley, the First Propheseer",1000.0,1.0,40,62.0
"Crowley, the Magistus of Grimoires",1800.0,4.0,30,51.0
Crowned by the World Chalice,0.0,2.0,0,6.0
Crusader of Endymion,1900.0,4.0,40,62.0
Crusadia Arboria,800.0,3.0,40,52.0
Crusadia Draco,600.0,4.0,20,29.0
Crusadia Equimax,2000.0,1.0,20,52.0
Crusadia Krawler,0.0,1.0,40,52.0
Crusadia Leonis,1200.0,3.0,40,56.0
Crusadia Magius,100.0,1.0,60,73.0
Crusadia Maximus,1600.0,4.0,40,59.0
Crusadia Power,0.0,1.0,0,12.0
Crusadia Reclusia,400.0,3.0,30,38.0
Crusadia Regulex,1000.0,1.0,60,82.0
Crusadia Revival,0.0,1.0,20,32.0
Crusadia Spatha,500.0,1.0,40,57.0
Crusadia Testament,0.0,1.0,30,42.0
Crusadia Vanguard,0.0,1.0,40,52.0
Crush Card Virus,0.0,1.0,10,22.0
Crusher Run,0.0,1.0,40,52.0
Cry Havoc!,0.0,1.0,20,32.0
Cryomancer of the Ice Barrier,1300.0,2.0,0,19.0
Crystal Abundance,0.0,1.0,20,32.0
Crystal Aegis,0.0,1.0,40,52.0
Crystal Beacon,0.0,1.0,40,52.0
Crystal Beast Amber Mammoth,1700.0,4.0,10,30.0
Crystal Beast Amethyst Cat,1200.0,3.0,30,46.0
Crystal Beast Cobalt Eagle,1400.0,4.0,10,27.0
Crystal Beast Emerald Tortoise,600.0,3.0,10,20.0
Crystal Beast Rainbow Dragon,3000.0,8.0,60,91.5
Crystal Beast Ruby Carbuncle,300.0,3.0,30,37.0
Crystal Beast Sapphire Pegasus,1800.0,4.0,30,51.0
Crystal Beast Topaz Tiger,1600.0,4.0,30,49.0
Crystal Blessing,0.0,1.0,0,12.0
Crystal Bond,0.0,1.0,20,32.0
Crystal Boon,0.0,1.0,50,62.0
Crystal Brilliance,0.0,1.0,40,52.0
Crystal Clear Wing Synchro Dragon,3000.0,10.0,70,101.2
Crystal Conclave,0.0,1.0,50,62.0
Crystal Girl,200.0,1.0,50,64.0
Crystal God Tistina,2000.0,10.0,10,31.2
Crystal Keeper,1500.0,4.0,10,28.0
Crystal Master,1300.0,3.0,20,37.0
Crystal Miracle,0.0,1.0,20,32.0
Crystal Pair,0.0,1.0,30,42.0
Crystal Promise,0.0,1.0,20,32.0
Crystal Raigeki,0.0,1.0,10,22.0
Crystal Release,0.0,1.0,40,52.0
Crystal Rose,500.0,2.0,30,41.0
Crystal Seer,100.0,1.0,0,13.0
Crystal Shark,1100.0,5.0,30,43.4
Crystal Skull,0.0,1.0,40,52.0
Crystal Transcendence,0.0,1.0,40,52.0
Crystal Tree,0.0,1.0,20,32.0
Crystal Wing Synchro Dragon,3000.0,8.0,30,61.5
Crystolic Potential,0.0,1.0,60,72.0
Crystron Ametrix,2500.0,5.0,30,57.4
Crystron Citree,500.0,2.0,30,41.0
Crystron Entry,0.0,1.0,50,62.0
Crystron Halqifibrax,1500.0,1.0,30,57.0
Crystron Impact,0.0,1.0,30,42.0
Crystron Phoenix,2800.0,9.0,40,69.33333333333333
Crystron Prasiortle,500.0,2.0,60,71.0
Crystron Quan,500.0,1.0,20,37.0
Crystron Quandax,1800.0,4.0,30,51.0
Crystron Quariongandrax,3000.0,9.0,40,71.33333333333333
Crystron Rion,500.0,3.0,30,39.0
Crystron Rosenix,1800.0,4.0,60,81.0
Crystron Smiger,1000.0,3.0,60,74.0
Crystron Sulfefnir,2000.0,5.0,40,62.4
Crystron Thystvern,1500.0,3.0,60,79.0
Crystron Token,0.0,1.0,0,12.0
Cu Chulainn the Awakened,500.0,4.0,40,48.0
Cuben,600.0,4.0,20,29.0
Cubic Ascension,0.0,1.0,50,62.0
Cubic Causality,0.0,1.0,40,52.0
Cubic Dharma,0.0,1.0,30,42.0
Cubic Karma,0.0,1.0,70,82.0
Cubic Mandala,0.0,1.0,30,42.0
Cubic Rebirth,0.0,1.0,20,32.0
Cubic Wave,0.0,1.0,10,22.0
Cucumber Horse,100.0,8.0,20,22.5
Cunning of the Six Samurai,0.0,1.0,20,32.0
Cup of Ace,0.0,1.0,20,32.0
Cupid Dunk,1800.0,4.0,10,31.0
Cupid Fore,2200.0,6.0,10,34.0
Cupid Pitch,0.0,4.0,80,83.0
Cupid Serve,1000.0,2.0,10,26.0
Cupid Volley,600.0,1.0,30,48.0
Cure Mermaid,1500.0,4.0,0,18.0
"Curious, the Lightsworn Dominion",2400.0,1.0,50,86.0
Curse Necrofear,2800.0,8.0,40,69.5
Curse of Aging,0.0,1.0,-10,2.0
Curse of Anubis,0.0,1.0,0,12.0
Curse of Aramatir,0.0,1.0,30,42.0
Curse of Darkness,0.0,1.0,0,12.0
Curse of Dragon,2000.0,5.0,0,22.4
"Curse of Dragon, the Cursed Dragon",2000.0,5.0,40,62.4
"Curse of Dragon, the Magical Knight Dragon",2000.0,5.0,30,52.4
Curse of Dragonfire,2000.0,5.0,30,52.4
Curse of Fiend,0.0,1.0,0,12.0
Curse of Royal,0.0,1.0,10,22.0
Curse of the Circle,0.0,1.0,0,12.0
Curse of the Masked Beast,0.0,1.0,20,32.0
Curse of the Shadow Prison,0.0,1.0,10,22.0
Curse Reflection Doll,0.0,1.0,20,32.0
Cursed Armaments,0.0,1.0,-10,2.0
Cursed Bamboo Sword,0.0,1.0,40,52.0
Cursed Bill,0.0,1.0,30,42.0
Cursed Eldland,0.0,1.0,20,32.0
Cursed Fig,200.0,1.0,10,24.0
Cursed Seal of the Forbidden Spell,0.0,1.0,0,12.0
Curtain of the Dark Ones,600.0,2.0,0,12.0
CXyz Barian Hope,0.0,7.0,40,41.714285714285715
CXyz Battleship Cherry Blossom,2400.0,4.0,30,57.0
CXyz Coach Lord Ultimatrainer,3800.0,9.0,60,99.33333333333334
CXyz Comics Hero Legend Arthur,3000.0,5.0,60,92.4
CXyz Dark Fairy Cheer Girl,2500.0,5.0,70,97.4
CXyz Mechquipped Djinn Angeneral,2600.0,4.0,60,89.0
CXyz N.As.Ch. Knight,2000.0,6.0,30,52.0
CXyz Simon the Great Moral Leader,3000.0,7.0,20,51.714285714285715
CXyz Skypalace Babylon,3800.0,11.0,50,89.0909090909091
Cyber Angel Benten,1800.0,6.0,70,90.0
Cyber Angel Dakini,2700.0,8.0,40,68.5
Cyber Angel Idaten,1600.0,6.0,60,78.0
Cyber Angel Izana,2500.0,8.0,30,56.5
Cyber Angel Natasha,1000.0,5.0,50,62.4
Cyber Angel Vrash,3000.0,10.0,50,81.2
Cyber Archfiend,1000.0,4.0,30,43.0
Cyber Barrier Dragon,800.0,6.0,20,30.0
Cyber Blade Fusion,0.0,1.0,30,42.0
Cyber Blader,2100.0,7.0,30,52.714285714285715
Cyber Commander,750.0,2.0,0,13.5
Cyber Dinosaur,2500.0,7.0,20,46.714285714285715
Cyber Dragon,2100.0,5.0,20,43.4
Cyber Dragon Core,400.0,2.0,50,60.0
Cyber Dragon Drei,1800.0,4.0,40,61.0
Cyber Dragon Herz,100.0,1.0,40,53.0
Cyber Dragon Infinity,2100.0,6.0,50,73.0
Cyber Dragon Nachster,200.0,1.0,10,24.0
Cyber Dragon Nova,2100.0,5.0,50,73.4
Cyber Dragon Sieger,2100.0,1.0,20,53.0
Cyber Dragon Vier,1100.0,4.0,40,54.0
Cyber Dragon Zwei,1500.0,4.0,20,38.0
Cyber Egg Angel,200.0,2.0,40,48.0
Cyber Eltanin,0.0,10.0,30,31.2
Cyber Emergency,0.0,1.0,30,42.0
Cyber End Dragon,4000.0,10.0,40,81.2
Cyber Energy Shock,0.0,1.0,30,42.0
Cyber Esper,1200.0,4.0,20,35.0
Cyber Eternal,0.0,1.0,40,52.0
Cyber Eternity Dragon,2800.0,10.0,40,69.2
Cyber Falcon,1400.0,4.0,0,17.0
Cyber Gymnast,800.0,4.0,0,11.0
Cyber Harpie Lady,1800.0,4.0,0,21.0
Cyber Jar,900.0,3.0,30,43.0
Cyber Kirin,300.0,3.0,0,7.0
Cyber Larva,400.0,1.0,50,66.0
Cyber Laser Dragon,2400.0,7.0,30,55.714285714285715
Cyber Network,0.0,1.0,60,72.0
Cyber Ogre,1900.0,5.0,10,31.4
Cyber Ogre 2,2600.0,7.0,40,67.71428571428572
Cyber Ouroboros,100.0,2.0,20,27.0
Cyber Petit Angel,300.0,2.0,40,49.0
Cyber Pharos,0.0,1.0,60,72.0
Cyber Phoenix,1200.0,4.0,30,45.0
Cyber Prima,2300.0,6.0,30,55.0
Cyber Raider,1400.0,4.0,30,47.0
Cyber Repair Plant,0.0,1.0,20,32.0
Cyber Revsystem,0.0,1.0,30,42.0
Cyber Saurus,1800.0,5.0,0,20.4
Cyber Shadow Gardna,0.0,1.0,20,32.0
Cyber Shark,2100.0,5.0,20,43.4
Cyber Shield,0.0,1.0,20,32.0
Cyber Slash Harpie Lady,2600.0,8.0,20,47.5
Cyber Soldier,1500.0,5.0,0,17.4
Cyber Soldier of Darkworld,1400.0,4.0,0,17.0
Cyber Summon Blaster,0.0,1.0,40,52.0
Cyber Tutu,1000.0,3.0,0,14.0
Cyber Tutubon,1800.0,5.0,20,40.4
Cyber Twin Dragon,2800.0,8.0,20,49.5
Cyber Valley,0.0,1.0,30,42.0
Cyber-Stein,700.0,2.0,20,33.0
Cyber-Tech Alligator,2500.0,5.0,0,27.4
Cyberdark Cannon,1600.0,3.0,30,50.0
Cyberdark Chimera,800.0,4.0,40,51.0
Cyberdark Claw,1600.0,3.0,10,30.0
Cyberdark Dragon,1000.0,8.0,50,61.5
